source_file_id,source_file_name,source_sha256,source_page_count,dataset_type,exam_province,plan_year,batch,subject_category,admission_track
e64abbe1634e536cc2e1c0b3d4b7a6a79d7ca94587b8e20cc77dc3cba7ddaa1e,W0194220_2026.pdf,e64abbe1634e536cc2e1c0b3d4b7a6a79d7ca94587b8e20cc77dc3cba7ddaa1e,650,program_catalog,贵州,2026,,物理类,招生专业目录
6e10eea541a927a8f2b90f4e5d774132ce4e0b313f3c91c2911adf655b21bbba,W0194151_2026.pdf,6e10eea541a927a8f2b90f4e5d774132ce4e0b313f3c91c2911adf655b21bbba,336,program_catalog,贵州,2026,,历史类,招生专业目录
